ID_Estudiante;Semestre;Código_Materia;Semestre_Correspondiente;Nota_Final;Estado;Segunda_Instancia;Carga_Académica;Promedio_Semestral
56;1/2021;MAT469;4;60;A;0;5;70.0
56;1/2021;SIS521;5;77;A;0;5;70.0
56;1/2021;COM541;5;76;A;0;5;70.0
56;1/2021;MAT575;5;86;A;0;5;70.0
56;1/2021;COM502;5;51;A;1;5;70.0
56;2/2021;ADM695;6;61;A;1;4;65.2
56;2/2021;SHC627;6;74;C;0;4;65.2
56;2/2021;FIS696;6;67;A;0;4;65.2
56;2/2021;SIS665;6;59;A;1;4;65.2
56;1/2022;SIS711;7;62;A;1;5;56.6
56;1/2022;MAT751;7;44;R;1;5;56.6
56;1/2022;ADM798;7;82;A;0;5;56.6
56;1/2022;MAT751;7;43;R;0;5;56.6
56;1/2022;MAT739;7;52;C;0;5;56.6
56;2/2022;MAT751;7;76;A;0;6;60.7
56;2/2022;MAT751;7;68;A;0;6;60.7
56;2/2022;SHC760;7;80;C;0;6;60.7
56;2/2022;COM761;7;54;A;0;6;60.7
56;2/2022;FIS746;7;68;A;0;6;60.7
56;2/2022;ADM764;7;18;R;0;6;60.7
57;1/2020;ADM116;1;59;C;1;5;67.4
57;1/2020;ADM175;1;24;R;0;5;67.4
57;1/2020;GEN173;1;90;A;0;5;67.4
57;1/2020;GEN171;1;89;A;1;5;67.4
57;1/2020;COM192;1;75;A;0;5;67.4
57;2/2020;ADM175;1;60;A;0;4;69.5
57;2/2020;ADM221;2;82;A;0;4;69.5
57;2/2020;GEN257;2;69;A;0;4;69.5
57;2/2020;GEN249;2;67;A;1;4;69.5
57;1/2021;GEN364;3;70;A;0;4;58.2
57;1/2021;ADM342;3;16;R;0;4;58.2
57;1/2021;COM375;3;73;A;0;4;58.2
57;1/2021;GEN357;3;74;A;0;4;58.2
57;2/2021;ADM342;3;74;A;0;4;61.2
57;2/2021;SHC427;4;97;A;0;4;61.2
57;2/2021;MAT461;4;7;R;0;4;61.2
57;2/2021;MAT400;4;67;A;0;4;61.2
57;1/2022;MAT461;4;37;R;1;4;64.2
57;1/2022;GEN503;5;78;A;1;4;64.2
57;1/2022;ADM553;5;65;A;1;4;64.2
57;1/2022;FIS520;5;77;A;1;4;64.2
57;2/2022;MAT461;4;25;R;0;5;53.4
57;2/2022;COM643;6;61;A;0;5;53.4
57;2/2022;SIS663;6;71;C;0;5;53.4
57;2/2022;GEN637;6;59;A;0;5;53.4
57;2/2022;MAT617;6;51;A;1;5;53.4
57;1/2023;MAT461;4;8;R;0;4;57.5
57;1/2023;SIS700;7;84;A;1;4;57.5
57;1/2023;COM786;7;69;A;1;4;57.5
57;1/2023;SIS711;7;69;A;0;4;57.5
57;2/2023;MAT461;4;80;A;0;4;60.5
57;2/2023;ADM888;8;81;A;1;4;60.5
57;2/2023;COM822;8;25;R;0;4;60.5
57;2/2023;MAT895;8;56;A;0;4;60.5
58;1/2018;FIS168;1;78;A;0;7;65.4
58;1/2018;COM193;1;72;A;0;7;65.4
58;1/2018;GEN140;1;61;A;1;7;65.4
58;1/2018;FIS196;1;17;R;0;7;65.4
58;1/2018;MAT178;1;65;A;0;7;65.4
58;1/2018;ADM138;1;76;A;0;7;65.4
58;1/2018;MAT147;1;89;A;0;7;65.4
58;2/2018;FIS196;1;16;R;0;6;61.8
58;2/2018;FIS292;2;67;A;0;6;61.8
58;2/2018;SHC290;2;72;A;1;6;61.8
58;2/2018;MAT257;2;56;C;0;6;61.8
58;2/2018;COM248;2;74;A;0;6;61.8
58;2/2018;SHC239;2;86;A;0;6;61.8
58;1/2019;FIS196;1;62;A;0;7;55.3
58;1/2019;COM337;3;27;R;0;7;55.3
58;1/2019;GEN376;3;63;C;0;7;55.3
58;1/2019;MAT390;3;68;A;0;7;55.3
58;1/2019;SIS357;3;41;R;0;7;55.3
58;1/2019;COM370;3;51;A;1;7;55.3
58;1/2019;SIS313;3;75;C;0;7;55.3
58;2/2019;COM337;3;72;A;0;4;65.5
58;2/2019;SIS357;3;78;A;1;4;65.5
58;2/2019;SIS419;4;23;R;0;4;65.5
58;2/2019;MAT472;4;89;A;0;4;65.5
58;1/2020;SIS419;4;65;A;1;5;63.4
58;1/2020;GEN546;5;56;A;0;5;63.4
58;1/2020;GEN560;5;85;A;0;5;63.4
58;1/2020;COM569;5;60;A;0;5;63.4
58;1/2020;FIS569;5;51;A;0;5;63.4
58;2/2020;SHC685;6;75;A;0;6;41.5
58;2/2020;GEN641;6;43;R;0;6;41.5
58;2/2020;ADM603;6;59;C;0;6;41.5
58;2/2020;MAT657;6;28;R;0;6;41.5
58;2/2020;ADM667;6;26;R;0;6;41.5
58;2/2020;COM633;6;18;R;0;6;41.5
59;1/2019;FIS138;1;64;A;0;5;34.6
59;1/2019;MAT134;1;29;R;0;5;34.6
59;1/2019;FIS190;1;12;R;0;5;34.6
59;1/2019;SIS155;1;57;A;0;5;34.6
59;1/2019;SIS129;1;11;R;0;5;34.6
59;2/2019;MAT134;1;66;A;0;4;67.2
59;2/2019;FIS190;1;68;A;0;4;67.2
59;2/2019;SIS129;1;61;A;0;4;67.2
59;2/2019;COM130;1;74;A;0;4;67.2
59;1/2020;MAT228;2;66;A;0;5;58.0
59;1/2020;ADM212;2;11;R;0;5;58.0
59;1/2020;COM263;2;85;A;0;5;58.0
59;1/2020;MAT233;2;56;C;1;5;58.0
59;1/2020;COM206;2;72;A;0;5;58.0
59;2/2020;ADM212;2;80;A;0;5;49.8
59;2/2020;ADM321;3;7;R;1;5;49.8
59;2/2020;GEN324;3;32;R;1;5;49.8
59;2/2020;MAT303;3;71;A;0;5;49.8
59;2/2020;SHC347;3;59;A;0;5;49.8
59;1/2021;ADM321;3;51;C;0;5;45.8
59;1/2021;GEN324;3;52;A;1;5;45.8
59;1/2021;ADM356;3;19;R;0;5;45.8
59;1/2021;MAT343;3;59;A;0;5;45.8
59;1/2021;COM385;3;48;R;0;5;45.8
59;2/2021;ADM356;3;16;R;0;7;55.4
59;2/2021;COM385;3;82;A;1;7;55.4
59;2/2021;SIS352;3;22;R;0;7;55.4
59;2/2021;ADM300;3;68;A;0;7;55.4
59;2/2021;GEN388;3;63;A;1;7;55.4
59;2/2021;SIS361;3;61;A;0;7;55.4
59;2/2021;ADM366;3;76;A;0;7;55.4
60;1/2019;SIS132;1;43;R;0;4;58.5
60;1/2019;GEN142;1;56;A;0;4;58.5
60;1/2019;GEN168;1;62;C;0;4;58.5
60;1/2019;SIS155;1;73;A;0;4;58.5
60;2/2019;SIS132;1;43;R;0;5;56.0
60;2/2019;ADM281;2;67;A;0;5;56.0
60;2/2019;SIS213;2;43;R;1;5;56.0
60;2/2019;SIS260;2;58;C;0;5;56.0
60;2/2019;FIS206;2;69;A;0;5;56.0
60;1/2020;SIS132;1;90;A;0;6;77.7
60;1/2020;SIS213;2;61;A;0;6;77.7
60;1/2020;GEN239;2;62;A;0;6;77.7
60;1/2020;COM215;2;83;A;0;6;77.7
60;1/2020;COM205;2;93;C;0;6;77.7
60;1/2020;COM299;2;77;A;0;6;77.7
60;2/2020;MAT322;3;10;R;0;6;53.8
60;2/2020;SHC353;3;62;A;0;6;53.8
60;2/2020;SIS323;3;80;A;0;6;53.8
60;2/2020;SIS309;3;28;R;0;6;53.8
60;2/2020;MAT348;3;78;A;0;6;53.8
60;2/2020;SHC303;3;65;A;0;6;53.8
60;1/2021;MAT322;3;23;R;0;4;55.0
60;1/2021;SIS309;3;72;A;0;4;55.0
60;1/2021;ADM449;4;70;A;0;4;55.0
60;1/2021;FIS420;4;55;A;0;4;55.0
60;2/2021;MAT322;3;58;A;0;5;56.6
60;2/2021;SIS524;5;67;A;1;5;56.6
60;2/2021;COM549;5;25;R;0;5;56.6
60;2/2021;SIS596;5;58;A;0;5;56.6
60;2/2021;GEN533;5;75;A;0;5;56.6
60;1/2022;COM549;5;30;R;1;4;55.0
60;1/2022;COM611;6;74;A;1;4;55.0
60;1/2022;FIS641;6;57;C;0;4;55.0
60;1/2022;GEN640;6;59;A;0;4;55.0
60;2/2022;COM549;5;66;A;1;6;56.5
60;2/2022;ADM739;7;95;A;0;6;56.5
60;2/2022;ADM771;7;5;R;0;6;56.5
60;2/2022;MAT775;7;91;A;0;6;56.5
60;2/2022;SHC766;7;12;R;0;6;56.5
60;2/2022;COM723;7;70;A;0;6;56.5
61;1/2018;ADM171;1;48;C;0;5;46.2
61;1/2018;FIS185;1;24;R;0;5;46.2
61;1/2018;SIS138;1;70;A;0;5;46.2
61;1/2018;COM110;1;74;A;0;5;46.2
61;1/2018;GEN105;1;15;R;0;5;46.2
61;2/2018;FIS185;1;73;A;1;4;36.8
61;2/2018;GEN105;1;21;R;1;4;36.8
61;2/2018;MAT133;1;34;R;1;4;36.8
61;2/2018;FIS101;1;19;R;0;4;36.8
61;1/2019;GEN105;1;60;C;0;4;60.2
61;1/2019;MAT133;1;44;R;0;4;60.2
61;1/2019;FIS101;1;87;A;0;4;60.2
61;1/2019;SIS114;1;50;R;1;4;60.2
61;2/2019;MAT133;1;64;C;0;4;44.0
61;2/2019;SIS114;1;64;A;0;4;44.0
61;2/2019;FIS129;1;20;R;0;4;44.0
61;2/2019;COM135;1;28;R;0;4;44.0
61;1/2020;FIS129;1;65;A;0;6;47.3
61;1/2020;COM135;1;46;R;0;6;47.3
61;1/2020;SIS130;1;70;A;0;6;47.3
61;1/2020;GEN138;1;10;R;1;6;47.3
61;1/2020;MAT196;1;27;R;1;6;47.3
61;1/2020;SHC111;1;66;C;0;6;47.3
61;2/2020;COM135;1;23;R;0;5;56.6
61;2/2020;GEN138;1;85;A;0;5;56.6
61;2/2020;MAT196;1;61;A;0;5;56.6
61;2/2020;SIS190;1;36;R;1;5;56.6
61;2/2020;SIS172;1;78;A;0;5;56.6
61;1/2021;COM135;1;70;A;0;6;58.7
61;1/2021;SIS190;1;74;A;0;6;58.7
61;1/2021;ADM161;1;74;A;0;6;58.7
61;1/2021;COM155;1;37;R;0;6;58.7
61;1/2021;FIS196;1;90;A;0;6;58.7
61;1/2021;COM159;1;7;R;0;6;58.7
62;1/2020;GEN139;1;59;A;0;6;64.0
62;1/2020;COM189;1;74;A;0;6;64.0
62;1/2020;MAT103;1;52;C;0;6;64.0
62;1/2020;COM171;1;74;A;1;6;64.0
62;1/2020;SIS110;1;63;A;0;6;64.0
62;1/2020;GEN163;1;62;A;0;6;64.0
62;2/2020;SHC236;2;65;A;0;7;65.9
62;2/2020;SIS263;2;77;A;0;7;65.9
62;2/2020;SHC236;2;70;A;0;7;65.9
62;2/2020;COM299;2;62;A;0;7;65.9
62;2/2020;GEN204;2;34;R;0;7;65.9
62;2/2020;ADM258;2;71;A;0;7;65.9
62;2/2020;ADM274;2;82;A;0;7;65.9
62;1/2021;GEN204;2;54;A;0;7;67.1
62;1/2021;FIS335;3;38;R;1;7;67.1
62;1/2021;MAT365;3;72;A;0;7;67.1
62;1/2021;FIS341;3;82;A;0;7;67.1
62;1/2021;SIS372;3;77;A;0;7;67.1
62;1/2021;SIS362;3;83;A;0;7;67.1
62;1/2021;SIS313;3;64;A;0;7;67.1
62;2/2021;FIS335;3;56;A;0;6;45.3
62;2/2021;MAT477;4;37;R;1;6;45.3
62;2/2021;MAT447;4;70;A;0;6;45.3
62;2/2021;ADM443;4;67;A;0;6;45.3
62;2/2021;SIS469;4;30;R;1;6;45.3
62;2/2021;COM454;4;12;R;1;6;45.3
62;1/2022;MAT477;4;81;A;0;5;75.2
62;1/2022;SIS469;4;80;C;0;5;75.2
62;1/2022;COM454;4;86;A;1;5;75.2
62;1/2022;GEN400;4;61;A;0;5;75.2
62;1/2022;FIS455;4;68;A;1;5;75.2
62;2/2022;COM539;5;74;A;0;7;57.3
62;2/2022;SHC560;5;71;A;0;7;57.3
62;2/2022;FIS530;5;60;A;0;7;57.3
62;2/2022;COM550;5;51;A;0;7;57.3
62;2/2022;ADM548;5;72;A;1;7;57.3
62;2/2022;FIS582;5;62;A;0;7;57.3
62;2/2022;SHC512;5;11;R;0;7;57.3
62;1/2023;SHC512;5;66;A;0;5;62.2
62;1/2023;GEN638;6;27;R;0;5;62.2
62;1/2023;MAT615;6;89;C;0;5;62.2
62;1/2023;MAT613;6;60;A;0;5;62.2
62;1/2023;SIS675;6;69;A;0;5;62.2
62;2/2023;GEN638;6;78;A;0;5;66.0
62;2/2023;COM798;7;41;R;0;5;66.0
62;2/2023;GEN776;7;75;A;1;5;66.0
62;2/2023;SIS713;7;69;A;1;5;66.0
62;2/2023;COM700;7;67;A;0;5;66.0
63;1/2018;FIS129;1;76;A;1;5;69.4
63;1/2018;COM155;1;71;A;0;5;69.4
63;1/2018;SIS104;1;60;A;0;5;69.4
63;1/2018;SIS173;1;61;A;0;5;69.4
63;1/2018;ADM193;1;79;A;0;5;69.4
63;2/2018;SIS286;2;21;R;0;6;52.5
63;2/2018;SIS238;2;55;A;0;6;52.5
63;2/2018;MAT276;2;63;A;0;6;52.5
63;2/2018;FIS285;2;37;R;0;6;52.5
63;2/2018;ADM201;2;76;A;0;6;52.5
63;2/2018;FIS216;2;63;A;1;6;52.5
63;1/2019;SIS286;2;64;A;1;6;56.0
63;1/2019;FIS285;2;70;A;0;6;56.0
63;1/2019;COM390;3;51;A;0;6;56.0
63;1/2019;COM364;3;32;R;0;6;56.0
63;1/2019;FIS360;3;75;C;0;6;56.0
63;1/2019;COM366;3;44;C;0;6;56.0
63;2/2019;COM364;3;63;A;0;6;67.2
63;2/2019;MAT420;4;78;A;0;6;67.2
63;2/2019;SIS429;4;87;A;0;6;67.2
63;2/2019;MAT474;4;57;A;0;6;67.2
63;2/2019;COM479;4;43;R;1;6;67.2
63;2/2019;FIS494;4;75;C;0;6;67.2
63;1/2020;COM479;4;45;R;0;7;66.6
63;1/2020;FIS568;5;94;A;1;7;66.6
63;1/2020;GEN580;5;73;A;0;7;66.6
63;1/2020;SIS534;5;67;A;0;7;66.6
63;1/2020;ADM512;5;32;R;0;7;66.6
63;1/2020;GEN572;5;68;A;0;7;66.6
63;1/2020;GEN543;5;87;C;0;7;66.6
63;2/2020;COM479;4;67;A;0;6;70.2
63;2/2020;ADM512;5;66;A;0;6;70.2
63;2/2020;SHC617;6;61;A;1;6;70.2
63;2/2020;SHC686;6;73;A;0;6;70.2
63;2/2020;SIS653;6;67;A;0;6;70.2
63;2/2020;COM638;6;87;A;0;6;70.2
63;1/2021;GEN739;7;75;A;1;5;65.6
63;1/2021;FIS766;7;73;A;1;5;65.6
63;1/2021;MAT723;7;68;A;0;5;65.6
63;1/2021;GEN791;7;27;R;1;5;65.6
63;1/2021;SHC760;7;85;A;0;5;65.6
64;1/2019;FIS113;1;77;A;0;5;77.0
64;1/2019;SIS150;1;73;A;0;5;77.0
64;1/2019;FIS101;1;69;A;0;5;77.0
64;1/2019;COM172;1;92;C;0;5;77.0
64;1/2019;ADM119;1;74;A;0;5;77.0
64;2/2019;COM269;2;62;C;0;7;64.1
64;2/2019;MAT233;2;70;A;1;7;64.1
64;2/2019;SHC209;2;67;A;0;7;64.1
64;2/2019;FIS261;2;54;A;0;7;64.1
64;2/2019;SIS223;2;60;A;0;7;64.1
64;2/2019;MAT273;2;69;A;0;7;64.1
64;2/2019;COM247;2;67;A;0;7;64.1
64;1/2020;FIS304;3;34;R;1;5;54.2
64;1/2020;SIS387;3;75;A;0;5;54.2
64;1/2020;MAT306;3;62;A;0;5;54.2
64;1/2020;GEN369;3;70;A;0;5;54.2
64;1/2020;FIS308;3;30;R;0;5;54.2
64;2/2020;FIS304;3;64;C;0;4;55.5
64;2/2020;FIS308;3;66;A;0;4;55.5
64;2/2020;MAT397;3;56;C;1;4;55.5
64;2/2020;SHC340;3;36;R;0;4;55.5
64;1/2021;SHC340;3;67;A;0;6;57.2
64;1/2021;COM417;4;64;A;0;6;57.2
64;1/2021;FIS464;4;74;A;1;6;57.2
64;1/2021;FIS461;4;66;A;0;6;57.2
64;1/2021;SHC409;4;56;A;0;6;57.2
64;1/2021;MAT489;4;16;R;0;6;57.2
64;2/2021;MAT489;4;97;A;0;5;74.8
64;2/2021;MAT554;5;69;A;1;5;74.8
64;2/2021;MAT569;5;69;A;0;5;74.8
64;2/2021;FIS582;5;74;A;0;5;74.8
64;2/2021;SIS559;5;65;C;0;5;74.8
64;1/2022;MAT666;6;62;A;0;4;48.5
64;1/2022;SHC686;6;51;A;1;4;48.5
64;1/2022;SHC684;6;12;R;0;4;48.5
64;1/2022;FIS672;6;69;A;0;4;48.5
64;2/2022;SHC684;6;54;A;0;4;66.0
64;2/2022;GEN712;7;56;A;0;4;66.0
64;2/2022;GEN768;7;72;A;0;4;66.0
64;2/2022;ADM763;7;82;A;0;4;66.0
65;1/2018;MAT168;1;73;C;0;4;65.0
65;1/2018;MAT183;1;25;R;0;4;65.0
65;1/2018;SIS195;1;89;A;0;4;65.0
65;1/2018;COM122;1;73;A;0;4;65.0
65;2/2018;MAT183;1;74;A;0;7;72.7
65;2/2018;SHC220;2;77;A;0;7;72.7
65;2/2018;GEN245;2;69;A;0;7;72.7
65;2/2018;FIS293;2;80;A;1;7;72.7
65;2/2018;SIS254;2;53;A;0;7;72.7
65;2/2018;SHC223;2;73;A;0;7;72.7
65;2/2018;SHC224;2;83;A;0;7;72.7
65;1/2019;COM330;3;64;A;0;6;69.5
65;1/2019;SIS382;3;68;A;0;6;69.5
65;1/2019;SIS349;3;80;A;0;6;69.5
65;1/2019;COM319;3;84;A;0;6;69.5
65;1/2019;ADM360;3;55;A;0;6;69.5
65;1/2019;SIS304;3;66;A;0;6;69.5
65;2/2019;SIS413;4;24;R;0;4;61.5
65;2/2019;SIS404;4;57;A;0;4;61.5
65;2/2019;COM471;4;85;A;0;4;61.5
65;2/2019;COM457;4;80;A;0;4;61.5
65;1/2020;SIS413;4;11;R;0;7;45.7
65;1/2020;COM570;5;67;A;0;7;45.7
65;1/2020;GEN539;5;56;A;0;7;45.7
65;1/2020;SIS570;5;88;C;0;7;45.7
65;1/2020;COM507;5;56;A;0;7;45.7
65;1/2020;COM560;5;21;R;0;7;45.7
65;1/2020;FIS589;5;21;R;0;7;45.7
65;2/2020;SIS413;4;56;A;0;7;74.0
65;2/2020;COM560;5;82;A;0;7;74.0
65;2/2020;FIS589;5;75;A;0;7;74.0
65;2/2020;SIS574;5;76;A;0;7;74.0
65;2/2020;SIS554;5;80;A;1;7;74.0
65;2/2020;MAT507;5;70;A;0;7;74.0
65;2/2020;SIS546;5;79;C;0;7;74.0
66;1/2018;FIS184;1;71;A;0;7;68.7
66;1/2018;SHC181;1;68;C;1;7;68.7
66;1/2018;COM112;1;80;A;0;7;68.7
66;1/2018;ADM146;1;71;A;0;7;68.7
66;1/2018;COM137;1;63;A;1;7;68.7
66;1/2018;MAT116;1;56;C;0;7;68.7
66;1/2018;COM126;1;72;A;0;7;68.7
66;2/2018;SHC260;2;70;A;0;6;72.3
66;2/2018;SHC283;2;66;A;0;6;72.3
66;2/2018;SHC290;2;70;A;0;6;72.3
66;2/2018;COM259;2;83;A;0;6;72.3
66;2/2018;COM241;2;76;A;0;6;72.3
66;2/2018;COM299;2;69;A;1;6;72.3
66;1/2019;GEN349;3;68;A;0;7;58.1
66;1/2019;GEN325;3;71;A;0;7;58.1
66;1/2019;SHC307;3;55;A;0;7;58.1
66;1/2019;MAT395;3;13;R;0;7;58.1
66;1/2019;FIS340;3;71;A;0;7;58.1
66;1/2019;FIS359;3;76;A;1;7;58.1
66;1/2019;MAT308;3;53;A;0;7;58.1
66;2/2019;MAT395;3;56;A;0;4;58.2
66;2/2019;ADM490;4;43;R;0;4;58.2
66;2/2019;SIS488;4;78;A;0;4;58.2
66;2/2019;MAT472;4;56;A;0;4;58.2
66;1/2020;ADM490;4;79;A;0;6;66.8
66;1/2020;SIS555;5;66;A;0;6;66.8
66;1/2020;GEN529;5;72;A;1;6;66.8
66;1/2020;MAT579;5;77;A;0;6;66.8
66;1/2020;SHC533;5;51;A;0;6;66.8
66;1/2020;FIS584;5;56;A;0;6;66.8
66;2/2020;MAT694;6;67;A;0;7;64.0
66;2/2020;COM609;6;66;A;0;7;64.0
66;2/2020;ADM695;6;73;A;0;7;64.0
66;2/2020;MAT650;6;65;A;0;7;64.0
66;2/2020;SIS648;6;60;A;0;7;64.0
66;2/2020;MAT604;6;60;C;0;7;64.0
66;2/2020;ADM658;6;57;A;0;7;64.0
67;1/2018;ADM140;1;37;R;0;5;43.0
67;1/2018;FIS170;1;69;A;0;5;43.0
67;1/2018;COM110;1;0;R;0;5;43.0
67;1/2018;SIS164;1;76;A;0;5;43.0
67;1/2018;SIS150;1;33;R;0;5;43.0
67;2/2018;ADM140;1;20;R;1;7;43.7
67;2/2018;COM110;1;34;R;0;7;43.7
67;2/2018;SIS150;1;36;R;1;7;43.7
67;2/2018;ADM129;1;12;R;0;7;43.7
67;2/2018;SIS194;1;61;C;1;7;43.7
67;2/2018;COM111;1;75;A;0;7;43.7
67;2/2018;SIS177;1;68;C;0;7;43.7
67;1/2019;ADM140;1;53;A;0;4;53.0
67;1/2019;COM110;1;67;A;0;4;53.0
67;1/2019;SIS150;1;73;A;0;4;53.0
67;1/2019;ADM129;1;19;R;0;4;53.0
67;2/2019;ADM129;1;66;A;0;4;51.8
67;2/2019;MAT281;2;43;R;0;4;51.8
67;2/2019;ADM241;2;43;R;0;4;51.8
67;2/2019;MAT200;2;55;A;0;4;51.8
67;1/2020;MAT281;2;0;R;0;5;43.6
67;1/2020;ADM241;2;4;R;0;5;43.6
67;1/2020;GEN257;2;71;A;1;5;43.6
67;1/2020;GEN263;2;69;A;0;5;43.6
67;1/2020;SHC266;2;74;A;0;5;43.6
67;2/2020;MAT281;2;25;R;0;5;55.2
67;2/2020;ADM241;2;32;R;0;5;55.2
67;2/2020;FIS284;2;74;A;0;5;55.2
67;2/2020;SHC227;2;73;C;0;5;55.2
67;2/2020;SIS212;2;72;A;1;5;55.2
68;1/2018;GEN161;1;61;C;0;7;52.6
68;1/2018;MAT112;1;67;A;0;7;52.6
68;1/2018;SHC194;1;33;R;0;7;52.6
68;1/2018;SIS115;1;52;A;0;7;52.6
68;1/2018;FIS158;1;70;A;0;7;52.6
68;1/2018;MAT172;1;72;C;0;7;52.6
68;1/2018;ADM181;1;13;R;0;7;52.6
68;2/2018;SHC194;1;76;A;1;4;45.2
68;2/2018;ADM181;1;57;A;0;4;45.2
68;2/2018;SHC291;2;23;R;0;4;45.2
68;2/2018;SHC246;2;25;R;0;4;45.2
68;1/2019;SHC291;2;67;A;0;4;68.2
68;1/2019;SHC246;2;62;A;0;4;68.2
68;1/2019;MAT265;2;74;A;0;4;68.2
68;1/2019;FIS215;2;70;A;0;4;68.2
68;2/2019;SIS377;3;69;A;0;5;58.0
68;2/2019;ADM352;3;66;A;0;5;58.0
68;2/2019;FIS371;3;64;A;0;5;58.0
68;2/2019;SHC339;3;25;R;0;5;58.0
68;2/2019;FIS310;3;66;A;1;5;58.0
68;1/2020;SHC339;3;68;A;1;5;42.8
68;1/2020;ADM486;4;37;R;0;5;42.8
68;1/2020;ADM494;4;69;A;0;5;42.8
68;1/2020;COM472;4;23;R;0;5;42.8
68;1/2020;FIS459;4;17;R;1;5;42.8
68;2/2020;ADM486;4;71;A;0;4;36.8
68;2/2020;COM472;4;0;R;0;4;36.8
68;2/2020;FIS459;4;76;A;0;4;36.8
68;2/2020;ADM457;4;0;R;0;4;36.8
68;1/2021;COM472;4;80;C;1;4;64.2
68;1/2021;ADM457;4;76;A;0;4;64.2
68;1/2021;FIS416;4;69;A;0;4;64.2
68;1/2021;SIS445;4;32;R;0;4;64.2
68;2/2021;SIS445;4;16;R;0;7;51.0
68;2/2021;ADM530;5;67;A;0;7;51.0
68;2/2021;ADM508;5;71;A;0;7;51.0
68;2/2021;SHC501;5;69;A;1;7;51.0
68;2/2021;GEN551;5;27;R;0;7;51.0
68;2/2021;MAT572;5;25;R;1;7;51.0
68;2/2021;GEN557;5;82;A;0;7;51.0
68;1/2022;SIS445;4;48;R;1;4;51.5
68;1/2022;GEN551;5;30;R;0;4;51.5
68;1/2022;MAT572;5;54;A;0;4;51.5
68;1/2022;FIS583;5;74;A;0;4;51.5
69;1/2018;MAT156;1;59;A;0;5;72.8
69;1/2018;SIS156;1;80;A;0;5;72.8
69;1/2018;SHC179;1;79;A;0;5;72.8
69;1/2018;FIS109;1;79;A;0;5;72.8
69;1/2018;SIS148;1;67;A;0;5;72.8
69;2/2018;GEN217;2;61;A;0;6;52.3
69;2/2018;ADM222;2;80;A;0;6;52.3
69;2/2018;GEN235;2;79;A;0;6;52.3
69;2/2018;GEN224;2;17;R;0;6;52.3
69;2/2018;MAT242;2;20;R;0;6;52.3
69;2/2018;MAT220;2;57;A;0;6;52.3
69;1/2019;GEN224;2;78;A;0;5;65.0
69;1/2019;MAT242;2;21;R;0;5;65.0
69;1/2019;MAT310;3;67;A;0;5;65.0
69;1/2019;SIS360;3;84;A;0;5;65.0
69;1/2019;FIS386;3;75;A;0;5;65.0
69;2/2019;MAT242;2;70;A;0;7;62.0
69;2/2019;MAT421;4;49;R;0;7;62.0
69;2/2019;SHC447;4;21;R;0;7;62.0
69;2/2019;SIS420;4;83;A;0;7;62.0
69;2/2019;GEN438;4;68;A;1;7;62.0
69;2/2019;FIS481;4;67;A;0;7;62.0
69;2/2019;GEN451;4;76;A;0;7;62.0
69;1/2020;MAT421;4;78;A;0;7;60.9
69;1/2020;SHC447;4;67;A;0;7;60.9
69;1/2020;ADM520;5;40;R;0;7;60.9
69;1/2020;SIS576;5;32;R;0;7;60.9
69;1/2020;ADM565;5;78;A;0;7;60.9
69;1/2020;ADM560;5;62;A;1;7;60.9
69;1/2020;SHC581;5;69;A;0;7;60.9
69;2/2020;ADM520;5;54;C;0;4;50.5
69;2/2020;SIS576;5;63;A;0;4;50.5
69;2/2020;SIS626;6;72;A;0;4;50.5
69;2/2020;COM622;6;13;R;0;4;50.5
69;1/2021;COM622;6;14;R;1;5;57.8
69;1/2021;SIS749;7;70;A;0;5;57.8
69;1/2021;MAT756;7;73;A;1;5;57.8
69;1/2021;ADM723;7;72;A;0;5;57.8
69;1/2021;SIS713;7;60;A;1;5;57.8
69;2/2021;COM622;6;0;R;0;7;46.1
69;2/2021;SIS891;8;42;C;1;7;46.1
69;2/2021;ADM859;8;55;A;0;7;46.1
69;2/2021;FIS882;8;78;A;0;7;46.1
69;2/2021;COM816;8;62;A;0;7;46.1
69;2/2021;MAT846;8;32;R;0;7;46.1
69;2/2021;COM872;8;54;A;0;7;46.1
69;1/2022;COM622;6;18;R;1;5;60.0
69;1/2022;MAT846;8;68;A;0;5;60.0
69;1/2022;GEN984;9;80;A;0;5;60.0
69;1/2022;COM940;9;79;A;0;5;60.0
69;1/2022;FIS912;9;55;A;0;5;60.0
70;1/2020;COM141;1;67;A;0;7;63.7
70;1/2020;MAT168;1;14;R;1;7;63.7
70;1/2020;SIS110;1;78;A;0;7;63.7
70;1/2020;GEN198;1;85;A;0;7;63.7
70;1/2020;FIS104;1;66;A;0;7;63.7
70;1/2020;MAT155;1;54;A;1;7;63.7
70;1/2020;FIS115;1;82;A;0;7;63.7
70;2/2020;MAT168;1;76;A;0;6;72.5
70;2/2020;GEN285;2;77;A;1;6;72.5
70;2/2020;GEN204;2;71;A;1;6;72.5
70;2/2020;SHC204;2;89;A;0;6;72.5
70;2/2020;ADM203;2;66;A;0;6;72.5
70;2/2020;SIS201;2;56;A;0;6;72.5
70;1/2021;COM377;3;82;A;0;6;59.5
70;1/2021;COM370;3;62;A;1;6;59.5
70;1/2021;COM330;3;65;A;0;6;59.5
70;1/2021;ADM324;3;22;R;0;6;59.5
70;1/2021;ADM332;3;59;A;0;6;59.5
70;1/2021;COM321;3;67;A;0;6;59.5
